file,train_file,species,label_id,clip_idx,has_sound
clip_00039.wav,train40.aiff,Bottlenose_Dolphin,3,39,0
clip_00056.wav,train57.aiff,Bottlenose_Dolphin,3,56,0
clip_00066.wav,train67.aiff,Bottlenose_Dolphin,3,66,0
clip_00067.wav,train68.aiff,Bottlenose_Dolphin,3,67,0
clip_00079.wav,train80.aiff,Bottlenose_Dolphin,3,79,1
clip_00164.wav,train165.aiff,Bottlenose_Dolphin,3,164,0
clip_00188.wav,train189.aiff,Bottlenose_Dolphin,3,188,0
clip_00473.wav,train474.aiff,Bottlenose_Dolphin,3,473,0
clip_00497.wav,train498.aiff,Bottlenose_Dolphin,3,497,0
clip_00554.wav,train555.aiff,Bottlenose_Dolphin,3,554,0
clip_00565.wav,train566.aiff,Bottlenose_Dolphin,3,565,1
clip_00686.wav,train687.aiff,Bottlenose_Dolphin,3,686,0
clip_00709.wav,train710.aiff,Bottlenose_Dolphin,3,709,0
clip_00721.wav,train722.aiff,Bottlenose_Dolphin,3,721,0
clip_00755.wav,train756.aiff,Bottlenose_Dolphin,3,755,0
clip_00801.wav,train802.aiff,Bottlenose_Dolphin,3,801,0
clip_00827.wav,train828.aiff,Bottlenose_Dolphin,3,827,0
clip_00884.wav,train885.aiff,Bottlenose_Dolphin,3,884,0
clip_01258.wav,train1259.aiff,Bottlenose_Dolphin,3,1258,0
