file,train_file,species,label_id,clip_idx,has_sound
clip_00023.wav,train24.aiff,Short-Finned_Pacific_Pilot_Whale,23,23,0
clip_00031.wav,train32.aiff,Short-Finned_Pacific_Pilot_Whale,23,31,1
clip_00043.wav,train44.aiff,Short-Finned_Pacific_Pilot_Whale,23,43,0
clip_00051.wav,train52.aiff,Short-Finned_Pacific_Pilot_Whale,23,51,0
clip_00063.wav,train64.aiff,Short-Finned_Pacific_Pilot_Whale,23,63,1
clip_00090.wav,train91.aiff,Short-Finned_Pacific_Pilot_Whale,23,90,0
clip_00156.wav,train157.aiff,Short-Finned_Pacific_Pilot_Whale,23,156,0
clip_00160.wav,train161.aiff,Short-Finned_Pacific_Pilot_Whale,23,160,0
clip_00202.wav,train203.aiff,Short-Finned_Pacific_Pilot_Whale,23,202,0
clip_00209.wav,train210.aiff,Short-Finned_Pacific_Pilot_Whale,23,209,0
clip_00239.wav,train240.aiff,Short-Finned_Pacific_Pilot_Whale,23,239,0
clip_00293.wav,train294.aiff,Short-Finned_Pacific_Pilot_Whale,23,293,0
clip_00294.wav,train295.aiff,Short-Finned_Pacific_Pilot_Whale,23,294,0
clip_00296.wav,train297.aiff,Short-Finned_Pacific_Pilot_Whale,23,296,0
clip_00321.wav,train322.aiff,Short-Finned_Pacific_Pilot_Whale,23,321,0
clip_00369.wav,train370.aiff,Short-Finned_Pacific_Pilot_Whale,23,369,0
clip_00380.wav,train381.aiff,Short-Finned_Pacific_Pilot_Whale,23,380,0
clip_00384.wav,train385.aiff,Short-Finned_Pacific_Pilot_Whale,23,384,0
clip_00408.wav,train409.aiff,Short-Finned_Pacific_Pilot_Whale,23,408,1
clip_00449.wav,train450.aiff,Short-Finned_Pacific_Pilot_Whale,23,449,0
clip_00488.wav,train489.aiff,Short-Finned_Pacific_Pilot_Whale,23,488,0
clip_00494.wav,train495.aiff,Short-Finned_Pacific_Pilot_Whale,23,494,0
clip_00522.wav,train523.aiff,Short-Finned_Pacific_Pilot_Whale,23,522,0
clip_00535.wav,train536.aiff,Short-Finned_Pacific_Pilot_Whale,23,535,0
clip_00536.wav,train537.aiff,Short-Finned_Pacific_Pilot_Whale,23,536,0
clip_00538.wav,train539.aiff,Short-Finned_Pacific_Pilot_Whale,23,538,0
clip_00553.wav,train554.aiff,Short-Finned_Pacific_Pilot_Whale,23,553,0
clip_00558.wav,train559.aiff,Short-Finned_Pacific_Pilot_Whale,23,558,0
clip_00562.wav,train563.aiff,Short-Finned_Pacific_Pilot_Whale,23,562,0
clip_00607.wav,train608.aiff,Short-Finned_Pacific_Pilot_Whale,23,607,0
clip_00650.wav,train651.aiff,Short-Finned_Pacific_Pilot_Whale,23,650,1
clip_00659.wav,train660.aiff,Short-Finned_Pacific_Pilot_Whale,23,659,0
clip_00772.wav,train773.aiff,Short-Finned_Pacific_Pilot_Whale,23,772,0
clip_00786.wav,train787.aiff,Short-Finned_Pacific_Pilot_Whale,23,786,0
clip_00800.wav,train801.aiff,Short-Finned_Pacific_Pilot_Whale,23,800,0
clip_00808.wav,train809.aiff,Short-Finned_Pacific_Pilot_Whale,23,808,0
clip_00875.wav,train876.aiff,Short-Finned_Pacific_Pilot_Whale,23,875,0
clip_00880.wav,train881.aiff,Short-Finned_Pacific_Pilot_Whale,23,880,0
clip_00941.wav,train942.aiff,Short-Finned_Pacific_Pilot_Whale,23,941,0
clip_01034.wav,train1035.aiff,Short-Finned_Pacific_Pilot_Whale,23,1034,0
clip_01063.wav,train1064.aiff,Short-Finned_Pacific_Pilot_Whale,23,1063,0
clip_01125.wav,train1126.aiff,Short-Finned_Pacific_Pilot_Whale,23,1125,0
clip_01144.wav,train1145.aiff,Short-Finned_Pacific_Pilot_Whale,23,1144,0
clip_01147.wav,train1148.aiff,Short-Finned_Pacific_Pilot_Whale,23,1147,1
clip_01158.wav,train1159.aiff,Short-Finned_Pacific_Pilot_Whale,23,1158,0
clip_01186.wav,train1187.aiff,Short-Finned_Pacific_Pilot_Whale,23,1186,0
clip_01200.wav,train1201.aiff,Short-Finned_Pacific_Pilot_Whale,23,1200,0
clip_01210.wav,train1211.aiff,Short-Finned_Pacific_Pilot_Whale,23,1210,0
clip_01252.wav,train1253.aiff,Short-Finned_Pacific_Pilot_Whale,23,1252,0
clip_01256.wav,train1257.aiff,Short-Finned_Pacific_Pilot_Whale,23,1256,0
clip_01273.wav,train1274.aiff,Short-Finned_Pacific_Pilot_Whale,23,1273,0
clip_01280.wav,train1281.aiff,Short-Finned_Pacific_Pilot_Whale,23,1280,0
clip_01303.wav,train1304.aiff,Short-Finned_Pacific_Pilot_Whale,23,1303,0
