file,train_file,species,label_id,clip_idx,has_sound
clip_00008.wav,train9.aiff,Atlantic_Spotted_Dolphin,0,8,1
clip_00094.wav,train95.aiff,Atlantic_Spotted_Dolphin,0,94,0
clip_00099.wav,train100.aiff,Atlantic_Spotted_Dolphin,0,99,0
clip_00120.wav,train121.aiff,Atlantic_Spotted_Dolphin,0,120,0
clip_00168.wav,train169.aiff,Atlantic_Spotted_Dolphin,0,168,0
clip_00205.wav,train206.aiff,Atlantic_Spotted_Dolphin,0,205,0
clip_00272.wav,train273.aiff,Atlantic_Spotted_Dolphin,0,272,1
clip_00274.wav,train275.aiff,Atlantic_Spotted_Dolphin,0,274,0
clip_00355.wav,train356.aiff,Atlantic_Spotted_Dolphin,0,355,0
clip_00365.wav,train366.aiff,Atlantic_Spotted_Dolphin,0,365,0
clip_00386.wav,train387.aiff,Atlantic_Spotted_Dolphin,0,386,0
clip_00391.wav,train392.aiff,Atlantic_Spotted_Dolphin,0,391,0
clip_00416.wav,train417.aiff,Atlantic_Spotted_Dolphin,0,416,0
clip_00432.wav,train433.aiff,Atlantic_Spotted_Dolphin,0,432,0
clip_00435.wav,train436.aiff,Atlantic_Spotted_Dolphin,0,435,0
clip_00452.wav,train453.aiff,Atlantic_Spotted_Dolphin,0,452,0
clip_00470.wav,train471.aiff,Atlantic_Spotted_Dolphin,0,470,0
clip_00498.wav,train499.aiff,Atlantic_Spotted_Dolphin,0,498,0
clip_00506.wav,train507.aiff,Atlantic_Spotted_Dolphin,0,506,1
clip_00534.wav,train535.aiff,Atlantic_Spotted_Dolphin,0,534,0
clip_00572.wav,train573.aiff,Atlantic_Spotted_Dolphin,0,572,0
clip_00634.wav,train635.aiff,Atlantic_Spotted_Dolphin,0,634,0
clip_00637.wav,train638.aiff,Atlantic_Spotted_Dolphin,0,637,0
clip_00644.wav,train645.aiff,Atlantic_Spotted_Dolphin,0,644,0
clip_00661.wav,train662.aiff,Atlantic_Spotted_Dolphin,0,661,0
clip_00681.wav,train682.aiff,Atlantic_Spotted_Dolphin,0,681,0
clip_00683.wav,train684.aiff,Atlantic_Spotted_Dolphin,0,683,1
clip_00692.wav,train693.aiff,Atlantic_Spotted_Dolphin,0,692,0
clip_00695.wav,train696.aiff,Atlantic_Spotted_Dolphin,0,695,0
clip_00707.wav,train708.aiff,Atlantic_Spotted_Dolphin,0,707,0
clip_00720.wav,train721.aiff,Atlantic_Spotted_Dolphin,0,720,0
clip_00731.wav,train732.aiff,Atlantic_Spotted_Dolphin,0,731,1
clip_00746.wav,train747.aiff,Atlantic_Spotted_Dolphin,0,746,0
clip_00803.wav,train804.aiff,Atlantic_Spotted_Dolphin,0,803,0
clip_00837.wav,train838.aiff,Atlantic_Spotted_Dolphin,0,837,0
clip_00873.wav,train874.aiff,Atlantic_Spotted_Dolphin,0,873,0
clip_00898.wav,train899.aiff,Atlantic_Spotted_Dolphin,0,898,0
clip_00942.wav,train943.aiff,Atlantic_Spotted_Dolphin,0,942,0
clip_00985.wav,train986.aiff,Atlantic_Spotted_Dolphin,0,985,0
clip_01038.wav,train1039.aiff,Atlantic_Spotted_Dolphin,0,1038,0
clip_01058.wav,train1059.aiff,Atlantic_Spotted_Dolphin,0,1058,1
clip_01090.wav,train1091.aiff,Atlantic_Spotted_Dolphin,0,1090,1
clip_01103.wav,train1104.aiff,Atlantic_Spotted_Dolphin,0,1103,1
clip_01209.wav,train1210.aiff,Atlantic_Spotted_Dolphin,0,1209,0
clip_01250.wav,train1251.aiff,Atlantic_Spotted_Dolphin,0,1250,0
clip_01333.wav,train1334.aiff,Atlantic_Spotted_Dolphin,0,1333,0
