file,train_file,species,label_id,clip_idx,has_sound
clip_00024.wav,train25.aiff,Striped_Dolphin,27,24,0
clip_00026.wav,train27.aiff,Striped_Dolphin,27,26,0
clip_00087.wav,train88.aiff,Striped_Dolphin,27,87,0
clip_00092.wav,train93.aiff,Striped_Dolphin,27,92,0
clip_00123.wav,train124.aiff,Striped_Dolphin,27,123,0
clip_00125.wav,train126.aiff,Striped_Dolphin,27,125,0
clip_00162.wav,train163.aiff,Striped_Dolphin,27,162,0
clip_00166.wav,train167.aiff,Striped_Dolphin,27,166,0
clip_00175.wav,train176.aiff,Striped_Dolphin,27,175,0
clip_00191.wav,train192.aiff,Striped_Dolphin,27,191,0
clip_00207.wav,train208.aiff,Striped_Dolphin,27,207,0
clip_00231.wav,train232.aiff,Striped_Dolphin,27,231,0
clip_00256.wav,train257.aiff,Striped_Dolphin,27,256,0
clip_00303.wav,train304.aiff,Striped_Dolphin,27,303,0
clip_00307.wav,train308.aiff,Striped_Dolphin,27,307,0
clip_00316.wav,train317.aiff,Striped_Dolphin,27,316,0
clip_00351.wav,train352.aiff,Striped_Dolphin,27,351,1
clip_00381.wav,train382.aiff,Striped_Dolphin,27,381,0
clip_00404.wav,train405.aiff,Striped_Dolphin,27,404,0
clip_00418.wav,train419.aiff,Striped_Dolphin,27,418,0
clip_00434.wav,train435.aiff,Striped_Dolphin,27,434,0
clip_00448.wav,train449.aiff,Striped_Dolphin,27,448,0
clip_00453.wav,train454.aiff,Striped_Dolphin,27,453,0
clip_00455.wav,train456.aiff,Striped_Dolphin,27,455,0
clip_00478.wav,train479.aiff,Striped_Dolphin,27,478,0
clip_00501.wav,train502.aiff,Striped_Dolphin,27,501,0
clip_00513.wav,train514.aiff,Striped_Dolphin,27,513,0
clip_00529.wav,train530.aiff,Striped_Dolphin,27,529,0
clip_00544.wav,train545.aiff,Striped_Dolphin,27,544,0
clip_00573.wav,train574.aiff,Striped_Dolphin,27,573,0
clip_00594.wav,train595.aiff,Striped_Dolphin,27,594,0
clip_00631.wav,train632.aiff,Striped_Dolphin,27,631,0
clip_00638.wav,train639.aiff,Striped_Dolphin,27,638,0
clip_00649.wav,train650.aiff,Striped_Dolphin,27,649,0
clip_00664.wav,train665.aiff,Striped_Dolphin,27,664,0
clip_00753.wav,train754.aiff,Striped_Dolphin,27,753,0
clip_00767.wav,train768.aiff,Striped_Dolphin,27,767,0
clip_00785.wav,train786.aiff,Striped_Dolphin,27,785,0
clip_00822.wav,train823.aiff,Striped_Dolphin,27,822,0
clip_00829.wav,train830.aiff,Striped_Dolphin,27,829,0
clip_00832.wav,train833.aiff,Striped_Dolphin,27,832,0
clip_00834.wav,train835.aiff,Striped_Dolphin,27,834,0
clip_00846.wav,train847.aiff,Striped_Dolphin,27,846,0
clip_00859.wav,train860.aiff,Striped_Dolphin,27,859,1
clip_00862.wav,train863.aiff,Striped_Dolphin,27,862,0
clip_00871.wav,train872.aiff,Striped_Dolphin,27,871,0
clip_00883.wav,train884.aiff,Striped_Dolphin,27,883,0
clip_00891.wav,train892.aiff,Striped_Dolphin,27,891,1
clip_00917.wav,train918.aiff,Striped_Dolphin,27,917,0
clip_00948.wav,train949.aiff,Striped_Dolphin,27,948,0
clip_00982.wav,train983.aiff,Striped_Dolphin,27,982,0
clip_01016.wav,train1017.aiff,Striped_Dolphin,27,1016,0
clip_01024.wav,train1025.aiff,Striped_Dolphin,27,1024,0
clip_01035.wav,train1036.aiff,Striped_Dolphin,27,1035,0
clip_01047.wav,train1048.aiff,Striped_Dolphin,27,1047,0
clip_01069.wav,train1070.aiff,Striped_Dolphin,27,1069,0
clip_01117.wav,train1118.aiff,Striped_Dolphin,27,1117,0
clip_01128.wav,train1129.aiff,Striped_Dolphin,27,1128,0
clip_01133.wav,train1134.aiff,Striped_Dolphin,27,1133,0
clip_01195.wav,train1196.aiff,Striped_Dolphin,27,1195,0
clip_01212.wav,train1213.aiff,Striped_Dolphin,27,1212,0
clip_01235.wav,train1236.aiff,Striped_Dolphin,27,1235,0
clip_01274.wav,train1275.aiff,Striped_Dolphin,27,1274,0
clip_01293.wav,train1294.aiff,Striped_Dolphin,27,1293,0
clip_01328.wav,train1329.aiff,Striped_Dolphin,27,1328,1
