file,train_file,species,label_id,clip_idx,has_sound
clip_00154.wav,train155.aiff,Killer_Whale,13,154,1
clip_00157.wav,train158.aiff,Killer_Whale,13,157,0
clip_00212.wav,train213.aiff,Killer_Whale,13,212,0
clip_00324.wav,train325.aiff,Killer_Whale,13,324,1
clip_00431.wav,train432.aiff,Killer_Whale,13,431,1
clip_00483.wav,train484.aiff,Killer_Whale,13,483,0
clip_00503.wav,train504.aiff,Killer_Whale,13,503,1
clip_00515.wav,train516.aiff,Killer_Whale,13,515,1
clip_00564.wav,train565.aiff,Killer_Whale,13,564,1
clip_00580.wav,train581.aiff,Killer_Whale,13,580,0
clip_00589.wav,train590.aiff,Killer_Whale,13,589,1
clip_00595.wav,train596.aiff,Killer_Whale,13,595,0
clip_00609.wav,train610.aiff,Killer_Whale,13,609,1
clip_00706.wav,train707.aiff,Killer_Whale,13,706,1
clip_00710.wav,train711.aiff,Killer_Whale,13,710,1
clip_00742.wav,train743.aiff,Killer_Whale,13,742,1
clip_00764.wav,train765.aiff,Killer_Whale,13,764,1
clip_00861.wav,train862.aiff,Killer_Whale,13,861,1
clip_00866.wav,train867.aiff,Killer_Whale,13,866,1
clip_00879.wav,train880.aiff,Killer_Whale,13,879,0
clip_00943.wav,train944.aiff,Killer_Whale,13,943,1
clip_00995.wav,train996.aiff,Killer_Whale,13,995,1
clip_01011.wav,train1012.aiff,Killer_Whale,13,1011,0
clip_01029.wav,train1030.aiff,Killer_Whale,13,1029,1
clip_01150.wav,train1151.aiff,Killer_Whale,13,1150,1
clip_01208.wav,train1209.aiff,Killer_Whale,13,1208,1
clip_01278.wav,train1279.aiff,Killer_Whale,13,1278,1
clip_01346.wav,train1347.aiff,Killer_Whale,13,1346,0
